-106.95,32.07,37.263626
-82.6,35.5,19.549499
-118.53,34.38,12.1802
-109.95,45.83,36.401557
-90.93,44.97,10.789766
-93.95,37.38,10.789766
-98.88,32.77,11.818687
-84.63,31.6,3.948832
-121.88,37.33,2.4471635
-96.97,44,16.073415
-102.48,36.73,36.76307
-76.97,38.25,1.7241379
-120.85,37.48,2.5027809
-108.7,32.35,37.680756
-102.53,44.3,24.193548
-112.583,37.483,67.769744
-113.933,43.617,57.258065
-111.42,34.75,65.044494
-105.87,44.47,36.234705
-80.5,39.53,10.956618
-104.95,42.12,40.96218
-99,31.72,13.375973
-75.58,38.83,2.0300334
-84.78,31.77,5.5339266
-90.37,30.5,1.9187987
-92.02,42.17,8.5094549
-71.88,42.65,11.735261
-85.03,29.73,1.807564
-116.68,33.87,18.07564
-94.47,43.63,11.707453
-122.12,44.18,14.154616
-121.341,47.275,34.371524
-83.82,40.43,11.651835
-120.35,47.43,9.0100111
-103.45,43.88,45.328142
-100.98,35.57,29.032258
-114.52,42.73,33.342603
-97.88,35.17,12.208009
-92.23,44.83,9.2880979
-75.22,40.22,3.6707453
-89.4,45.87,15.294772
-96.72,41.83,12.764182
-110.05,31.7,40.711902
-97.33,32.75,7.3971079
-98.28,43.08,13.848721
-75.73,39.67,2.3915462
-110.25,45.77,38.709677
-110.6,42.95,77.085651
-109.95,45.067,78.78198
-122.32,41.32,32.063404
-75.78,40.2,6.3125695
-101.7,35.23,32.230256
-93.22,44.88,8.7041157
-106.75,39.37,67.797553
-92.75,46.45,10.873192
-84.45,31.77,4.6996663
-100.53,32.45,21.829811
-73.55,41.13,3.2536151
-94.18,30.07,1.89099
-110.917,42.517,66.073415
-88.67,37.43,6.2291435
-112.18,41.7,38.292547
-112.43,38.8,44.215795
-112.97,38.72,42.85317
-76.92,41.25,6.1179088
-97.05,36.88,11.290323
-88.48,38.67,5.7842047
-86.17,41.75,8.4260289
-102.55,32.32,30.561735
-87.27,33.9,6.1457175
-83.43,45.07,6.868743
-123.297,45.526,18.604004
-100.55,46.85,16.156841
-85.8,35.95,9.538376
-95.25,31.87,6.5628476
-108.25,48.4,21.051168
-89.13,38.57,5.8954394
-99.25,30.3,19.021135
-88.6,42.25,8.592881
-88.95,35.27,4.5328142
-86.12,41.98,8.0923248
-109.48,37.62,52.836485
-84.85,34.92,7.7586207
-112,41.15,38.932147
-89.53,44.12,10.761958
-116.58,32.98,40.96218
-90.25,42.33,8.5094549
-93.4,31.38,4.6996663
-92.4,42.08,9.0100111
-117.22,33.2,6.4794216
