-88.35,37.42,5.4505006
-102.35,31.83,26.05673
-97.87,39.02,12.680756
-115.45,41.833,67.769744
-100.98,35.57,29.032258
-118.1,34.1,5.0333704
-100.68,42.58,26.501669
-122.8,40.72,17.408231
-106.542,39.088,91.518354
-71.58,41.17,2.5862069
-103.3,48.9,18.186874
-92.63,31.92,2.836485
-120.72,45.48,17.491657
-112.417,39.933,65.239155
-76.87,39.87,5.6173526
-81.6,35.13,6.7296997
-85.15,34.25,6.8965517
-82.42,37.43,7.7586207
-102.95,29.2,17.491657
-81.35,27.18,2.836485
-81.87,36.17,33.426029
-112.83,37.83,52.502781
-71.42,42.08,3.6707453
-94.77,38.88,10.595106
-84.63,39.75,10.372636
-86.1,37.18,8.4260289
-88.38,43.32,9.9555061
-111.8,39.95,46.162403
-111.07,33.3,37.013348
-123.1,45.53,3.1701891
-116.2,43.72,34.621802
-94.42,34.43,10.539488
-98.68,30.75,10.456062
-116.88,46.92,23.275862
-121.514,46.349,37.235818
-80.65,34.25,2.836485
-94.73,37.33,9.3715239
-98.15,39.65,14.877642
-97.38,42.92,12.513904
-87.97,44.52,6.701891
-74.13,42.23,18.381535
-99.83,39.7,21.63515
-75.87,39.98,7.0634038
-92.75,38.97,8.0923248
-107.583,44.683,80.923248
-82.22,34.9,9.7608454
-87.25,32.9,5.5061179
-108.98,44.05,56.256952
-121.75,45.3,35.400445
-104.22,39.7,45.745273
-114.87,42.55,34.121246
-109.517,39.317,71.579533
-97.68,27.22,1.974416
-90.43,43.2,7.5917686
-107.47,40.03,67.741935
-110.05,31.7,40.711902
-104.7,38.82,54.143493
-104.4,32.85,30.311457
-116.83,48.35,21.802002
-97.72,28.87,4.2825362
-88.17,38.08,5.0333704
-87.83,42.58,6.8965517
-99.37,46.03,18.854283
-71.52,43.2,4.6440489
-97.55,33.53,11.568409
-82.45,35.33,19.938821
-95.53,43.42,12.152392
-105.68,35.58,60.177976
-89.4,45.87,15.294772
-87.42,32.1,2.6140156
-105.77,39.9,78.420467
-117.8,48.58,27.057842
-114.02,33.95,9.538376
-88.98,41.68,9.538376
-94.72,35.75,9.0934372
-80.72,38.67,8.676307
-109.55,40.717,75.667408
-97.5,27.77,1.974416
-96.4,39.5,14.377086
-102.93,47.9,21.579533
-101.22,36.87,27.030033
-112.52,39.38,42.01891
-115.7,47.45,45.216908
-87.53,37.6,4.6996663
-82.32,27.25,1.807564
-98.47,29.53,8.3147942
-76.17,39.65,1.974416
-96.48,41.93,12.486096
-92.28,46.5,9.538376
-91.5,34.97,3.3370412
